対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
富山,2026/01/24 00:00:00,東京都,女,40代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,食事なし（素泊まり）,,,,,,,旅行会社ツアーバス,0,0,0,0,0,1,0,旅行会社ツアーバス,0,0,0,0,4,,１回目,,,名所、旧跡、寺社仏閣の観光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"YOUTUBE, 富山県観光公式サイト「とやま観光ナビ」, 旅行ガイドブック",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ない,,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",,,"5,000円以上 10,000円未満",兼六園,居酒屋・レストラン（地元）,持ち帰り（道の駅・スーパーなど）,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, バイガイ","ブリ, シロエビ",4,4,4,4,4,,,特になし,特になし,ブリ,海鮮が美味しい,10,機会があれば行きたい,特になし,富山市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,富山県,男,50代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,5,,５回目,,,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"以前利用し良かったから, ホームページ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ない,,,使わない,"3,000円以上 5,000円未満","10,000円以上 20,000円未満",,,使わない,なし,食べていない,食べていない,"ブリ, 甘エビ",ブリ,4,4,3,3,4,,,,,氷見うどん,,8,富山県在住,,富山市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,石川県,男,60代,,4: 1000〜2000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,なし,,１０回目以上,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 買い物（アウトレットなど）",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, なし",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,使わない,使わない,"20,000円以上 30,000円未満",,,使わない,なし,食べていない,食べていない,"ブリ, 甘エビ",ブリ,5,5,3,3,5,,,宿泊先が素晴らしいから,なし,ぶり大根,宿泊先のラウンジで、のんびりしたこと,10,来年もまた行きたい,富山を巡れるお得なフリー切符の充実,高岡市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,石川県,女,60代,,1: 300万円未満,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,使用せず,,１０回目以上,,,"宿でのんびり過ごす, 温泉や露天風呂",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊予約Webサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,使わない,使わない,"20,000円以上 30,000円未満",,,使わない,大雪につきどこも寄らず,食べていない,食べていない,"ブリ, 甘エビ",ブリ,5,5,3,3,5,,,山帽子の宿泊が旅の目的だったから,なし,鯛のカマ焼き,,8,来年もまた行きたい,,高岡市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,富山県,女,70代,,1: 300万円未満,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,3,,３回目,,,"宿でのんびり過ごす, 温泉や露天風呂",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊予約Webサイト, 旅行ガイドブック",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,ない,,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満","50,000円以上 100,000円未満",,,使わない,"黒部峡谷鉄道, 庄川峡遊覧船",食べていない,食べていない,ブリ,ブリ,5,5,3,4,4,,,料理がよかった,雪の為道路標識がわかりにくかった,五位牛のステーキ,部屋付きの露天風呂,8,機会があれば行きたい,市内から離れた場所にある宿泊施設でも、カーナビでわかり易く なればよいと思う。,富山市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,富山県,男,60代,,2: 300〜599万円,,日帰り,,,,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,１０回目以上,,,法事,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, Facebook, 宿泊予約Webサイト, 口コミ（友人・恋人）, 口コミ（家族）, 口コミ（同僚・同級生）",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,ない,,,使わない,"10,000円以上 20,000円未満",使わない,,,使わない,"雨晴海岸, 黒部峡谷鉄道, 国宝 高岡山瑞龍寺, 庄川峡遊覧船, 新湊大橋, 高岡大仏",食べていない,食べていない,ブリ,"ブリ, フクラギ（イナダ、ハマチ）",4,4,4,4,4,,,,,,,8,富山県在住,,氷見市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,神奈川県,女,30代,,1: 300万円未満,,2泊,富山県以外には宿泊しない,,2泊,,夕・朝２食付き,,朝食のみ,,,,,新幹線,0,0,1,0,0,0,0,友人の車,0,0,0,0,5,,１０回目以上,,,"温泉や露天風呂, 買い物（アウトレットなど）, 買い物（工芸品・特産品など）, 友人・親戚を訪ねる",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"YOUTUBE, 口コミ（友人・恋人）",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ない,,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",使わない,,,使わない,黒部ダム,食べていない,食べていない,"ブリ, 甘エビ",ブリ,5,5,5,5,5,,,のんびりリフレッシュできた。,特に無し。,ブリ大根,温泉,7,来年もまた行きたい,,氷見市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,富山県,女,50代,,1: 300万円未満,,日帰り,,,,,,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,１０回目以上,,,温泉や露天風呂,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"1,000円未満",使わない,使わない,,,"1,000円未満",富岩運河環水公園,食べていない,食べていない,食べていない,食べていない,3,3,3,3,5,,,お風呂がいい,,夏の梨,温泉,10,機会があれば行きたい,,氷見市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,神奈川県,女,60代,,2: 300〜599万円,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,朝食のみ,,,,,飛行機,0,0,0,0,1,0,0,"在来線・私鉄・路面電車, 路線バス",0,1,0,0,4,,２回目,,,"宿でのんびり過ごす, 地元の美味しいものを食べる, 文化施設の見学・体験（美術館・博物館など）, 買い物（工芸品・特産品など）, まちあるき、都市散策各種体験（手作り、果物狩りなど）",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, まとめサイト, 4トラベル, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,ある,"広島県, 沖縄県",,"40,000円以上 50,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",,,"5,000円以上 10,000円未満","雨晴海岸, 海王丸パーク, 新湊大橋, 新湊きっときと市場, 富山市ガラス美術館, 富山城",回転寿司店（地元）,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 甘エビ, ホタルイカ","ブリ, フクラギ（イナダ、ハマチ）",4,4,3,4,4,,,1／24大雪でホワイトアウトの中、思うように観光出来なかったが貴重な体験になりました。歩道を歩くのも大変でした💦,クルマないとやはり行動範囲が狭められる。仕方ないですが。,お刺身類。ホタルイカの沖漬け。ホタルイカ大好きなのでシーズンにまた来たいです。,ずっと雪だったので、白一色の富山駅前。,8,機会があれば行きたい,雪であまり動けなかったけれど、それなりにゆっくり過ごせてよかったです。あまり買い物にも行けてないし、近くのお散歩も、雪で無理。長靴なくて。みんな親切。ありがとうございました😊,射水市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,富山県,男,60代,,2: 300〜599万円,,日帰り,,,,,,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,自家用車,0,0,0,0,3,,１０回目以上,,,地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",使わない,,,"1,000円以上 3,000円未満",雨晴海岸,食べていない,食べていない,食べていない,食べていない,4,3,3,3,3,,,,,,,7,機会があれば行きたい,,高岡市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,富山県,女,20代,,6: 無回答,,日帰り,,,,,,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,自家用車,0,0,0,0,3,,１回目,,,温泉や露天風呂,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"X（旧Twitter）, 口コミ（家族）, 富山県観光公式のパンフレット",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,使わない,"3,000円以上 5,000円未満",使わない,,,使わない,庄川峡遊覧船,専門店,専門店,"ブリ, 甘エビ",ブリ,3,3,3,3,3,,,,,,,5,富山県在住,,氷見市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,三重県,女,50代,,6: 無回答,,2泊,富山県以外には宿泊しない,,2泊,,夕・朝２食付き,,夕・朝２食付き,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,自家用車なので,,１回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 買い物（工芸品・特産品など）",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"YOUTUBE, じゃらん",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","100,000円以上 ",,,使わない,海王丸パーク,食べていない,食べていない,"ブリ, 紅ズワイガニ, シロエビ, 甘エビ",ブリ,4,4,3,3,4,,,食事が美味しかった,天気（雪で大変だった）,ぶり,行ってない,6,機会があれば行きたい,,高岡市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,東京都,女,60代,,4: 1000〜2000万円,,2泊,富山県以外には宿泊しない,,2泊,,夕・朝２食付き,,夕・朝２食付き,,,,,新幹線,0,0,1,0,0,0,0,在来線・私鉄・路面電車,0,0,0,0,5,,１０回目以上,,,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"X（旧Twitter）, Instagram, 口コミ（友人・恋人）",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ない,,,"3,000円以上 5,000円未満","20,000円以上 30,000円未満","100,000円以上 ",,,"1,000円以上 3,000円未満",富山県美術館,回転寿司店（チェーン店）,持ち帰り（道の駅・スーパーなど）,"ブリ, フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, バイガイ","ブリ, 紅ズワイガニ, シロエビ, バイガイ",5,5,5,5,5,,,宿の居心地、食事が大満足,なし,宿のお魚料理,立山連峰の美しさ,10,来年もまた行きたい,,黒部市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,大阪府,男,50代,,4: 1000〜2000万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,新幹線,0,0,1,0,0,0,0,レンタカー,0,0,0,0,4,,１回目,,,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、水族館など）, まちあるき、都市散策各種体験（手作り、果物狩りなど）",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"宿泊施設のウェブサイト, 宿泊予約Webサイト, 口コミ（同僚・同級生）",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"10,000円以上 20,000円未満","30,000円以上 40,000円未満","5,000円以上 10,000円未満",,,"3,000円以上 5,000円未満","雨晴海岸, 藤子不二雄",回転寿司店（地元）,食べていない,"ブリ, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, バイガイ","ブリ, シロエビ, バイガイ",5,5,4,5,5,,,立山連峰が綺麗,,寿司,藤子不二雄ミュージアム,10,来年もまた行きたい,藤子不二雄を関連をアピール充実させる,富山市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,富山県,女,60代,,2: 300〜599万円,,日帰り,,,,,,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,"自家用車, 在来線・私鉄・路面電車",0,0,0,0,3,,１０回目以上,,,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"X（旧Twitter）, Instagram, 口コミ（友人・恋人）, 雑誌の特集記事",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,ある,京都府,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",,,"10,000円以上 20,000円未満",雨晴海岸,食べていない,食べていない,"ブリ, 甘エビ, ウマヅラハギ","ブリ, 甘エビ, ウマヅラハギ",4,4,4,4,4,,,お酒　お米　魚が美味しい,,鰤,,10,富山県在住,富山県は車がないと思うように観光に回れないですね　もう少し交通の便が良ければと 思います,氷見市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,富山県,女,70代,,1: 300万円未満,,1泊,石川県,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,"自家用車, 在来線・私鉄・路面電車",0,0,0,0,3,,６回目,,,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊予約Webサイト, 口コミ（同僚・同級生）",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"30,000円以上 40,000円未満","1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,使わない,道の駅,食べていない,食べていない,"ブリ, フクラギ（イナダ、ハマチ）, 甘エビ",ブリ,4,4,3,3,4,,,ゆっくりと♨️に入れた,雪が多く、行き帰りが大変だった,,,8,来年もまた行きたい,,富山市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,東京都,男,50代,,2: 300〜599万円,,3泊,石川県,,2泊,,食事なし（素泊まり）,,夕・朝２食付き,,,,,"レンタカー, 飛行機",0,1,0,0,1,0,0,レンタカー,0,0,0,0,4,,２回目,,,"温泉や露天風呂, 地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Facebook, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 宿泊施設のウェブサイト, 富山県観光公式のパンフレット, テレビ番組",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,ある,"福井県, 岐阜県",,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",,,"5,000円以上 10,000円未満","雨晴海岸, 宇奈月温泉, 黒部峡谷鉄道",回転寿司店（地元）,回転寿司店（地元）,"ブリ, フクラギ（イナダ、ハマチ）, 甘エビ",ブリ,4,4,4,3,4,,,温泉良かった,ない,すし,雪景色,8,機会があれば行きたい,なし,黒部市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,東京都,男,50代,,3: 600〜1000万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,レンタカー,0,0,0,0,4,,３回目,,,名所、旧跡、寺社仏閣の観光,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊予約Webサイト, テレビ番組",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",,,使わない,雨晴海岸,食べていない,食べていない,シロエビ,シロエビ,4,4,3,4,5,,,食事がおいしい,,シロエビ,,8,機会があれば行きたい,,高岡市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,岐阜県,男,30代,,3: 600〜1000万円,,2泊,富山県以外には宿泊しない,,2泊,,食事なし（素泊まり）,,夕・朝２食付き,,,,,在来線,0,0,0,1,0,0,0,"在来線・私鉄・路面電車, 路線バス",0,1,0,0,3,,４回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡、寺社仏閣の観光",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"富山県観光公式サイト「とやま観光ナビ」, 口コミ（友人・恋人）",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,ない,,,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",,,"1,000円未満","新湊きっときと市場, 高岡大仏, 富岩運河環水公園",回転寿司店（地元）,駅（売店・自販機など）,"ブリ, 紅ズワイガニ, ホタルイカ, バイガイ, 牡蠣","ブリ, 紅ズワイガニ",5,4,3,3,4,,,食べ物がどれも美味しかったです。,富山から氷見方面のアクセスをもっと良くしてほしいと感じました。,富山市・足軽おにぎりのおにぎり,富岩運河環水公園のイルミネーション,10,来年もまた行きたい,海鮮だけでなく、美味しい富山のお肉(氷見牛など)を食べられるお店が増えてほしい。,富山市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,群馬県,男,60代,,2: 300〜599万円,,2泊,石川県,,1泊,,朝食のみ,,,,,,,新幹線,0,0,1,0,0,0,0,路線バス,0,1,0,0,3,,５回目,,,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 買い物（工芸品・特産品など）",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊予約Webサイト, テレビ番組",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ない,,,"1,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",,,"1,000円未満",蜃気楼,専門店,食べていない,"ブリ, 紅ズワイガニ, ホタルイカ",ブリ,4,4,4,4,4,,,冬の富山検査には毎年訪れています,特になし,寿司,なし,10,来年もまた行きたい,交通費がもっと安くなれば、年１でなく何回も訪れたい,魚津市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,滋賀県,女,50代,,2: 300〜599万円,,2泊,富山県以外には宿泊しない,,2泊,,朝食のみ,,朝食のみ,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,"在来線・私鉄・路面電車, 路線バス",0,1,0,0,4,,１回目,,,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"富山県観光公式サイト「とやま観光ナビ」, 旅行ガイドブック",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,ない,,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",,,"1,000円以上 3,000円未満",富山市ガラス美術館,居酒屋・レストラン（地元）,駅（売店・自販機など）,シロエビ,シロエビ,5,4,4,4,4,,,雪国の景色が素晴らしい,大雪の影響で交通機関が乱れていたこと。,白子の天ぷら,べるもんた乗車,8,機会があれば行きたい,できるだけチェーンでなく地のものに触れたい,高岡市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,富山県,女,40代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,5,,１０回目以上,,,"宿でのんびり過ごす, 温泉や露天風呂, アウトドア（海水浴、釣り、登山など）",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 口コミ（友人・恋人）, 口コミ（家族）",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ない,,,"10,000円以上 20,000円未満","1,000円以上 3,000円未満","10,000円以上 20,000円未満",,,"5,000円以上 10,000円未満",らきちょうバレースキー場,食べていない,食べていない,"ブリ, 紅ズワイガニ",紅ズワイガニ,5,5,4,4,4,,,,,,,9,来年もまた行きたい,,富山市,,,,,,,,,,,,,,
富山,2026/01/24 00:00:00,神奈川県,女,50代,,4: 1000〜2000万円,,1泊,富山県以外には宿泊しない,,1泊,,夕・朝２食付き,,,,,,,"在来線, 飛行機",0,0,0,1,1,0,0,レンタカー,0,0,0,0,4,,１回目,,,"温泉や露天風呂, 地元の美味しいものを食べる, 工場の見学・体験, 文化施設の見学・体験（美術館・博物館など）",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram, 富山県観光公式サイト「とやま観光ナビ」, 富山県内市町村の観光公式サイト, 口コミ（家族）, 富山県観光公式のパンフレット",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ない,,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","40,000円以上 50,000円未満",,,"1,000円未満","雨晴海岸, 富山市ガラス美術館",専門店,食べていない,"フクラギ（イナダ、ハマチ）, 紅ズワイガニ, シロエビ, 甘エビ, ホタルイカ, バイガイ","ブリ, 紅ズワイガニ, シロエビ",4,4,4,5,4,,,海鮮の美味しさ。ガラス美術館の展示、 能作の見学がとてもよかった。,,紅ずわいがに(氷見ぶりは不漁のため食べられなかった),能作,10,機会があれば行きたい,魚、水、お米が美味しくて感動しました。 次回は美術館や付近で、のんびり休憩したいと思います。,高岡市,,,,,,,,,,,,,,
富山,2026/01/25 00:00:00,三重県,男,60代,,5: 2000万円以上,,2泊,富山県以外には宿泊しない,,2泊,,夕・朝２食付き,,夕・朝２食付き,,,,,自家用車,1,0,0,0,0,0,0,自家用車,0,0,0,0,4,,３回目,,,宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, テレビ番組",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,使わない,"3,000円以上 5,000円未満","100,000円以上 ",,,使わない,新湊きっときと市場,食べていない,食べていない,"ブリ, 紅ズワイガニ, シロエビ, 甘エビ",ブリ,4,4,4,4,4,,,,,,,10,機会があれば行きたい,,高岡市,,,,,,,,,,,,,,
富山,2026/01/25 00:00:00,富山県,男,50代,,2: 300〜599万円,,1泊,富山県以外には宿泊しない,,1泊,,朝食のみ,,,,,,,県外から訪れていない（富山県在住）,0,0,0,0,0,0,0,"自家用車, 徒歩",0,0,1,0,5,,４回目,,,スキルアップや視野を広げるための研修・セミナーに参加する,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"宿泊施設のウェブサイト, 富山県観光公式のパンフレット",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ない,,,"3,000円以上 5,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",,,"1,000円以上 3,000円未満",富岩運河環水公園,居酒屋・レストラン（地元）,食べていない,ブリ,ブリ,5,5,5,5,5,,,地域の温かさ,,寒ブリ,冬のおもてなし,9,機会があれば行きたい,地域の特色や季節性を感じられるもの,富山市,,,,,,,,,,,,,,
